Kecamatan,Desa,Waktu,Satelit,Confidence,Longitude,Latitude,in_desa,in_buffer,is_hutan,is_gambut,is_kk,in_kawasan,Prioritas_Satgas
Simpang Hilir,Lubuk Batu,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.0927,-0.95638,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Matan Jaya,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.17142,-1.06415,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Semandang Kanan,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.3153,-0.75991,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Semandang Kanan,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.31094,-0.76058,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Meliau,Kuala Rosan,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.51196,-0.22753,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.40092,-0.56411,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Merawa,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.50016,-0.50847,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.40539,-0.59361,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Mahap,Tembaga,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.67847,-0.49726,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Mensubang,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.45031,-1.30796,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.36657,-0.62787,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ambalau,Deme,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,113.03357,-0.15993,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.36765,-0.62985,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Mahap,Telukkebau,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.73318,-0.50656,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Mahap,Tembaga,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.67764,-0.49147,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.40453,-0.58771,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Merawa,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.49992,-0.50674,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Semandang Kiri,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.42253,-0.6254,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Taman,Nanga Koman,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.74928,-0.32017,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.20953,-1.87596,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Sepakat Jaya,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.6481,-1.4424,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Mensubang,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.44604,-1.30861,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Matan Jaya,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.17103,-1.05628,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Matan Jaya,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,Medium,110.16656,-1.05698,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Selasa, 08 September 2026 14:46:00",NASA-MODIS,Medium,112.13425,-0.50853,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Betenung,"Selasa, 08 September 2026 07:56:00",NASA-MODIS,Medium,110.73431,-1.54728,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Selasa, 08 September 2026 07:56:00",NASA-MODIS,High,110.2048,-1.87463,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Pembedilan,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,High,110.30728,-2.95416,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Pembedilan,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,High,110.30432,-2.95487,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,High,110.204,-1.87056,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Matan Jaya,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,High,110.17212,-1.06228,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Betenung,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,High,110.81487,-1.56523,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Matan Jaya,"Selasa, 08 September 2026 12:33:00",NASA-SNPP,High,110.1702,-1.05816,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
