Kecamatan,Desa,Waktu,Satelit,Confidence,Longitude,Latitude,in_desa,in_buffer,is_hutan,is_gambut,is_kk,in_kawasan,Prioritas_Satgas
Kendawangan,Airhitam Hulu,"Rabu, 09 September 2026 13:54:00",NASA-SNPP,Low,110.50431,-2.64662,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Seguling,"Rabu, 09 September 2026 13:54:00",NASA-SNPP,Low,111.09158,-2.56986,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Airhitam Hulu,"Rabu, 09 September 2026 13:54:00",NASA-SNPP,Low,110.50492,-2.64531,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Kenanga,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Low,110.55202,-0.66446,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sandai,Pendamaran Indah,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Low,110.62974,-1.03768,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Pagar Mentimun,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Low,110.15558,-2.24205,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Pesaguan Kanan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Low,110.34983,-2.01928,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Tempurukan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.08994,-1.67901,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.26695,-1.52264,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Semandang Kanan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.39695,-0.76451,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Sungai Putri,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.08035,-1.59645,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Kedondong,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.2878,-2.20426,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.27838,-1.64187,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hulu,Sunsong,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.02617,-0.34688,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Seguling,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.08094,-2.63099,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Taman,Sungailawak,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.74847,-0.25999,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kelam Permai,Gemba Raya,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.78613,0.13588,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Serawai,Buntut Ponte,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,112.53556,-0.38838,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Hulu Sungai,Kenyabur,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.9118,-0.67969,True,False,False,False,False,False,Prioritas 2 (Sedang)
Teluk Pakedai,Kuala Karang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.12517,-0.47934,True,True,False,False,True,True,Prioritas 1 (Tinggi)
Simpang Dua,Semandang Kanan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.38902,-0.7749,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Airhitam Hulu,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.50532,-2.65174,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Batu Ampar,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.54449,-0.78744,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Pulau Maya,Dusun Kecil,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.52267,-1.0595,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Batu Mas,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.65952,-1.69524,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Pulau Maya,Satai Lestari,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.66978,-1.10264,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Mahap,Tembesuk,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.78635,-0.52277,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Silat,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.93772,-2.27358,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Batu Ampar,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.65758,-0.91963,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Pesaguan Kanan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.32259,-2.02333,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Balai Sepuak,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.21177,0.51142,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.26929,-1.64323,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Air Dekakah,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.95905,-2.30755,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hulu,Sungaisambang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.95846,-0.14733,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Singkup,Suka Mulya,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.64526,-2.32665,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Airhitam Hulu,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.51442,-2.65039,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Kedondong,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.33246,-2.28032,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Ambawang,Teluk Bakung,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.68243,-0.02782,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Teluknibung,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.51184,-0.8102,False,False,False,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Lamon Satong,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.19298,-1.52439,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Ambawang,Teluk Bakung,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.75288,-0.00842,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sukadana,Sejahtera,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.03473,-1.26982,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Pulau Maya,Dusun Kecil,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.56898,-1.00775,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Jambi,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.06998,-2.68872,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Sekucing Labai,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.11282,-0.50083,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Sungai Besar,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.21652,-1.89057,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.23702,-1.50879,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.25653,-1.51504,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Tanah Pinoh Barat,Ulak Muid,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.52171,-0.68173,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seraras,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.00771,0.13086,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Mungguk Lawang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.70534,0.6677,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Serawai,Karya Jaya,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,112.69691,-0.25447,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Suka Ramai,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.09998,-2.71988,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Pesaguan Kanan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.15846,-2.01814,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Sumber Sari,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.37634,0.74426,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Banjar Sari,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.23135,-2.50753,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Batu Mas,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.65015,-1.69664,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Marau,Batu Payung Dua,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.56464,-2.01493,False,False,True,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Bukitrambat,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.21694,0.5759,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Seriam,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.35664,-2.56381,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Hilir,Air Nyuruk,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.55499,0.5724,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Ambawang,Teluk Bakung,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.77725,0.01333,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sekayam,Sangai Tekam,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.69909,0.86941,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Raya,Kalibandung,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.6633,-0.32658,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Pangkalan Batu,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.40553,-2.16676,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Semabi,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.89993,0.09564,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sukadana,Sejahtera,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.05275,-1.26717,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Kemuning Biutak,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.4203,-2.05455,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Raya,Muara Baru,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.8187,-0.1836,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Meliau,Kuala Rosan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.48893,-0.23263,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Bonti,Bahta,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.63252,0.34324,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Pembedilan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.29533,-2.89492,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Jangkang,Sape,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.89687,0.33473,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Pangkalan Batu,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.35069,-2.11097,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Hulu,Muakan Petinggi,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.95631,0.87806,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Seguling,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.0923,-2.62045,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Nipah Panjang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.42234,-0.75155,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Batuk Mulau,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.10603,0.50543,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.22309,-0.82674,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Kualan Hilir,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.17318,-0.61248,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Landau Kodah,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.88551,0.14841,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Hilir,Air Nyuruk,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.53276,0.56908,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Airhitam Hulu,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.52487,-2.65797,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Seguling,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.0659,-2.6613,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Tanah Pinoh,Bina Jaya,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.59788,-0.78322,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Pagar Mentimun,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.23639,-2.23007,False,False,False,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Mempawah Hilir,Malikian,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.01353,0.4643,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Menawai Tekam,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.93137,0.28507,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belimbing Hulu,Nanga Tikan,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.59485,-0.45672,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.28882,-1.64945,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Panggi Ruguk,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.33097,0.61232,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Ambawang,Pasak Piang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.61431,-0.13988,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Seguling,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.08681,-2.58383,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Mekar Utama,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.23267,-2.26694,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Sungaitapah,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.05439,0.49774,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Laur,Kepari,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.63891,-0.88584,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Bukitrambat,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.20642,0.57435,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Panggi Ruguk,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.34173,0.61391,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Kendawangan Kiri,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.22239,-2.50886,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Pulau Maya,Dusun Kecil,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.5778,-1.00644,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kendawangan,Kedondong,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.32354,-2.28165,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seraras,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.01788,0.13238,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Raya,Kalibandung,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.62769,-0.33179,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Selatan,Pagar Mentimun,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.24538,-2.22874,False,False,True,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Jangkang,Sape,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.83537,0.33527,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekayam,Melenggang,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.86141,0.75645,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Matan Jaya,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.14469,-1.09621,False,False,False,True,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Mengaret,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.24161,0.62851,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Hilir,Nanga Merkak,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.49051,0.55282,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Margahayu,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.4388,0.77313,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sepauk,Nanga Pari,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.16756,-0.41891,True,False,False,False,False,False,Prioritas 2 (Sedang)
Ketungau Tengah,Sumber Sari,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.37569,0.72045,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Tempunak,Riam Batu,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.30962,-0.38803,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Jelai Hulu,Semantun,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,111.061,-2.08872,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Hulu,Sepiluk,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.93668,0.73877,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Gema,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.40372,-0.92059,False,False,True,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Teluknibung,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,109.52133,-0.82995,False,True,True,True,True,True,Prioritas 3 (Rendah)
