Kecamatan,Desa,Waktu,Satelit,Confidence,Longitude,Latitude,in_desa,in_buffer,is_hutan,is_gambut,is_kk,in_kawasan,Prioritas_Satgas
Simpang Hulu,Sekucing Kualan,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.07856,-0.62183,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Singkup,Pantai Ketikal,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.74528,-2.44965,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Tayan Hilir,Melugai,"Rabu, 09 September 2026 15:24:00",NASA-MODIS,Medium,110.14497,0.04918,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Lamon Satong,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18531,-1.52244,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18089,-1.51745,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.24713,-1.5127,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Pulau Maya,Dusun Besar,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.47074,-1.09228,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Pulau Maya,Dusun Besar,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.46965,-1.09415,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18842,-0.90719,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Sungaimata-Mata,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.93663,-0.96479,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Sungaimata-Mata,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.94269,-0.98074,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Laur,Merabu Jaya,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.6438,-0.64986,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Laur,Harapan Baru,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.52589,-0.70394,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Taman,Nanga Koman,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.70984,-0.3259,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Taman,Nanga Koman,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.71082,-0.33174,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seberang Kapuas,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.90959,0.0926,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seberang Kapuas,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.88034,0.08179,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Mukok,Sungai Mawang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.83608,0.13834,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Ambawang,Teluk Bakung,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.74381,-0.01685,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Menawai Tekam,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.93533,0.28715,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Kapuas,Entakai,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.67569,0.25598,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sengah Temila,Aur Sampuk,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.61955,0.31207,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sengah Temila,Aur Sampuk,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.62105,0.30667,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Seburuk Satu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.99612,0.54585,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Hulu,Sepiluk,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.90476,0.76922,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Mempawah Hilir,Sengkubang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.01817,0.45077,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Suak Burung,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.04402,-2.31647,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Manis Mata,Suak Burung,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.04314,-2.31067,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18386,-0.90219,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.37348,-0.63316,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Mayak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18604,-1.7473,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.28939,-1.64536,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Kayung Tuhe,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.72409,-1.54381,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.26996,-1.51482,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.2811,-1.51307,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.17726,-1.51803,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.1468,-1.4661,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.12592,-1.49782,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.11491,-1.4486,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.10576,-1.46142,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.10387,-1.47305,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.10658,-1.46695,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Sekucing Labai,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.32201,-0.42357,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Tapang Pulau,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.12175,0.23918,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Nipah Panjang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.41599,-0.74924,False,False,True,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Sandai,Pendamaran Indah,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.63388,-1.037,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Mahap,Karang Betung,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.87749,-0.65322,True,False,False,False,False,False,Prioritas 2 (Sedang)
Simpang Dua,Semandang Kanan,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.39815,-0.77263,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Semandang Kanan,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.39359,-0.76753,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.10136,-0.49788,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.3704,-0.62921,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Teluknibung,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.52125,-0.82281,False,True,True,True,True,True,Prioritas 3 (Rendah)
Simpang Hulu,Kenanga,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.55122,-0.65869,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.27818,-1.51925,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sandai,Pendamaran Indah,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.62857,-1.03755,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Laur,Sungai Daka,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.4863,-1.00128,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.27448,-1.51983,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Semadu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.94728,0.41793,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Menawai Tekam,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.95133,0.31844,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Bonti,Bahta,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.65166,0.34043,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Kapuas,Entakai,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.67647,0.25992,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekayam,Melenggang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.74339,0.81427,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Mempawah Hilir,Sengkubang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.0222,0.44597,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seberang Kapuas,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.82605,0.09127,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.17876,-1.51638,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.12952,-1.49724,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.10667,-0.53618,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.12506,-1.49229,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.28204,-1.64656,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.12148,-1.49286,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Sungai Putri,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.0851,-1.5545,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.24482,-1.51115,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.24848,-1.51054,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.28558,-1.51809,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Mukok,Kedukul,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.82906,0.09471,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.22467,-0.82935,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.10954,-0.5292,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Semadu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.07015,0.28188,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seberang Kapuas,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.90858,0.09481,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.1011,-0.53054,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seraras,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.9711,0.12283,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Tanjungberingin,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.92719,-0.51619,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.36953,-0.63377,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Nipah Panjang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.42017,-0.75404,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Nipah Panjang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.41682,-0.75457,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Sekucing Kualan,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.07681,-0.61067,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.09574,-0.49226,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Mahap,Tamang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.68655,-0.41799,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Semandang Hulu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.49091,-0.59137,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Semadu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.94809,0.4141,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Jangkang,Terati,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.76331,0.34595,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Begelang Jaya,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.28987,0.61611,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Semadu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.94712,0.42009,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Tapang Pulau,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.12312,0.23439,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Ambawang,Teluk Bakung,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.75287,-0.00412,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sungai Ambawang,Teluk Bakung,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.68361,-0.00391,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Menawai Tekam,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.93096,0.28648,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Sandai,Pendamaran Indah,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.63281,-1.03689,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Batu Ampar,Nipah Panjang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.41933,-0.74871,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.1432,-1.46668,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hulu,Terduk Dampak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.19968,0.61465,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Seraras,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.97375,0.10908,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Hilir,Batu Ampar,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.65016,0.53702,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Landau Temiang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.68058,0.75425,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Mempawah Timur,Antibar,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.03677,0.38481,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Landau Temiang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.67564,0.75346,False,False,False,False,True,True,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Wirayuda,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.45855,0.68048,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ketungau Tengah,Begelang Jaya,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.28904,0.62228,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.26628,-1.5154,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.27078,-1.52041,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Kualan Hilir,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.22746,-0.62121,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belimbing,Sepan Tonak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.60796,-0.22026,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.28188,-1.51867,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Semandang Kanan,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.39728,-0.76693,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18755,-0.90159,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Balai Pinang Hulu,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.37121,-0.63491,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Menawai Tekam,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,111.01405,0.29155,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.09927,-0.48968,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Kualan Hilir,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.26974,-0.56815,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.10435,-0.49087,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.10003,-0.49156,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Mukok,Kedukul,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.83259,0.10133,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hulu,Sekucing Labai,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.32057,-0.42229,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.15949,-0.82824,False,False,True,False,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Kuala Tolak,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.11296,-1.46025,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.27209,-1.51808,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Tanjung Baik Budi,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18756,-1.5263,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Matan Hilir Utara,Lamon Satong,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18318,-1.52134,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Sepakat Jaya,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.65517,-1.41899,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.27577,-1.51747,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.27946,-1.51687,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Nanga Tayap,Kayung Tuhe,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.72501,-1.54955,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Menyuke,Mamek,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.67748,0.55136,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Jangkang,Semirau,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.92417,0.45341,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Sekadau Hilir,Semabi,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.87929,0.08421,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Ella Hilir,Nanga Nyuruh,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,112.10345,-0.48903,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Dua,Kampar Sebomban,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.18473,-0.90779,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Sungaimata-Mata,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.94185,-0.97524,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Simpang Hilir,Sungaimata-Mata,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.94017,-0.96422,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Mempawah Hilir,Malikian,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.08239,0.48776,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Muara Pawan,Ulak Medang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.29221,-1.63918,False,False,False,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Mempawah Hilir,Sengkubang,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,109.02464,0.45176,False,False,True,True,False,True,Di Luar Area Pantauan (>1000m dari Desa)
Belitang Hilir,Menawai Tekam,"Rabu, 09 September 2026 13:57:00",NASA-SNPP,Medium,110.95572,0.31915,False,False,False,False,False,False,Di Luar Area Pantauan (>1000m dari Desa)
